Numero,Nombre,Descripcion,Altura,Peso,Categoria,Tipo Primario,Tipo Secundario
542,Leavanny,"Si se encuentra con un Pokémon joven, segrega por la boca hilos pegadizos con los que le teje una prenda de ropa.",1.2 m,20.5 kg,Cuidador,Bicho,Planta
543,Venipede,"Percibe su entorno con su sentido del tacto, residente en su cabeza y cola. Su carácter es violento por naturaleza.",0.4 m,5.3 kg,Ciempiés,Bicho,Veneno
544,Whirlipede,"Lo protege un duro caparazón. Gira como una rueda y realiza brutales placajes contra sus enemigos.",1.2 m,58.5 kg,Pupaciempiés,Bicho,Veneno
545,Scolipede,"Atenaza a sus presas con las garras que sobresalen de su cuello hasta que no se pueden mover y las remata con veneno.",2.5 m,200.5 kg,Megaciempiés,Bicho,Veneno
546,Cottonee,"Despide motas de algodón cuando lo atacan para confundir a los enemigos y poner pies en polvorosa.",0.3 m,0.6 kg,Bolalgodón,Planta,Hada
547,Whimsicott,"Aparecen en medio de un torbellino y entran en las casas para descolocar los muebles o esparcir algodón por doquier.",0.7 m,6.6 kg,Vuelalviento,Planta,Hada
548,Petilil,"Mordisquear las hojas de su cabeza permite recuperar toda la vitalidad, a pesar de que están muy amargas.",0.5 m,6.6 kg,Bulbo,Planta,
549,Lilligant,"El aroma de la flor de su tocado relaja a cualquiera a su alrededor. Hay que cuidarle mucho para que no se marchite.",1.1 m,16.3 kg,Adornofloral,Planta,
550,Basculin,"Los de color azul y los de color rojo siempre se pelean. Son muy violentos, pero su sabor es excepcional.",1.0 m,18.0 kg,Violento,Agua,Agua
551,Sandile,"Se desplaza hundido en la arena, dejando al descubierto solo los ojos y la nariz. Una membrana negra le protege los ojos.",0.7 m,15.2 kg,Desierdrilo,Tierra,Siniestro
552,Krokorok,"Viven en manadas. La membrana que cubre sus ojos los protege de la arena.",1.0 m,33.4 kg,Desierdrilo,Tierra,Siniestro
553,Krookodile,"Un Pokémon bastante violento. Ataca todo lo que se mueva delante de él con sus mortíferas mandíbulas.",1.5 m,96.3 kg,Amenazador,Tierra,Siniestro
554,Darumaka,"Como sus excrementos están muy calientes, la gente de antaño se los metía en los bolsillos para calentarse.",0.6 m,37.5 kg,Daruma,Fuego,
555,Darmanitan,"Cuando resulta gravemente herido, se endurece como una piedra y medita para agudizar la mente.",1.3 m,92.9 kg,Candente,Fuego,Psíquico
556,Maractus,"Espanta a los Pokémon pájaro con un baile rápido y haciendo ruido para evitar que picoteen las semillas de sus flores.",1.0 m,28.0 kg,Cactus,Planta,
557,Dwebble,"Abre un agujero en la roca y vive en él. Si la roca se resquebraja, no se queda tranquilo hasta que no encuentra otra.",0.3 m,14.5 kg,Casapiedra,Bicho,Roca
558,Crustle,"Su inmensa capacidad motriz le permite desplazarse cargando a sus espaldas rocas enormes durante días.",1.4 m,200.0 kg,Casarroca,Bicho,Roca
559,Scraggy,"Se sube la piel hasta el cuello para defenderse. Su elasticidad, similar a la de una goma, reduce el daño recibido.",0.6 m,11.8 kg,Mudapiel,Siniestro,Lucha
560,Scrafty,"Se protege de los ataques con la muda de su piel mientras reparte patadas. Cuanto mayor es su cresta, más se le respeta.",1.1 m,30.0 kg,Gamberro,Siniestro,Lucha
561,Sigilyph,"Fue la deidad protectora de una ciudad milenaria. Ataca con su poder psíquico a los enemigos que invaden su territorio.",1.4 m,14.0 kg,Pseudopájaro,Psíquico,Volador
562,Yamask,"Almas de humanos sepultados en tumbas que han adquirido forma de Pokémon. Recuerdan su vida antes de la muerte.",0.5 m,1.5 kg,Espíritu,Fantasma,
563,Cofagrigus,"Se comenta que engulle a todo humano que se le acerca y lo momifica. Su comida favorita son las pepitas de oro.",1.7 m,76.5 kg,Sepultura,Fantasma,
564,Tirtouga,"Ya pululaba por las aguas hace 100 millones de años. También va a tierra a veces en busca de alimento.",0.7 m,16.5 kg,Pretortuga,Agua,Roca
565,Carracosta,"Vive en el mar y en la superficie. Sus garras pueden abrir un agujero en el fondo de un petrolero.",1.2 m,81.0 kg,Pretortuga,Agua,Roca
566,Archen,"Pokémon que renació de un fósil. Dicen que es el antepasado de todos los Pokémon pájaro.",0.5 m,9.5 kg,Protopájaro,Roca,Volador
567,Archeops,"Levanta el vuelo tras coger carrerilla. Coopera con sus compañeros de bandada para atrapar a sus presas.",1.4 m,32.0 kg,Protopájaro,Roca,Volador
568,Trubbish,"Pokémon nacido de la reacción química entre una bolsa de basura y residuos industriales.",0.6 m,31.0 kg,Bolsabasura,Veneno,
569,Garbodor,"Apresa a su rival con el brazo izquierdo y le da el golpe de gracia exhalando por la boca un apestoso gas venenoso.",1.9 m,107.3 kg,Vertedero,Veneno,
570,Zorua,"Adopta la apariencia de su enemigo para engañarlo vilmente y aprovecha su estupor para poner tierra por medio.",0.7 m,12.5 kg,Zorropillo,Siniestro,
571,Zoroark,"Tiene la facultad de confundir a muchos humanos a la vez. Protege su guarida creando un paisaje ilusorio.",1.6 m,81.1 kg,Disfrazorro,Siniestro,
572,Minccino,"Se saludan entre sí frotándose con la cola y limpiándose a conciencia.",0.4 m,5.8 kg,Chinchilla,Normal,
573,Cinccino,"El pelo que cubre su cuerpo proporciona una agradable sensación al tocarlo. No acumula ni polvo ni electricidad estática.",0.5 m,7.5 kg,Estola,Normal,
574,Gothita,"Amplifica su poder psíquico con sus antenitas en forma de lazo. Siempre está mirando algo fijamente.",0.4 m,5.8 kg,Inquisitivo,Psíquico,
575,Gothorita,"La luz de las estrellas origina su poder. De noche, marca su posición haciendo levitar piedras con su poder psíquico.",0.7 m,18.0 kg,Manipulador,Psíquico,
576,Gothitelle,"Su inmenso poder psíquico distorsiona el espacio y le permite reflejar incluso estrellas a años luz de distancia.",1.5 m,44.0 kg,Astro,Psíquico,
577,Solosis| ,"Gracias a la sustancia viscosa que envuelve su cuerpo, permanece tranquilo por dura o rigurosa que sea la situación.",0.3 m,1.0 kg,Célula,Psíquico,
578,Duosion,"Dado que su cerebro está dividido en dos, a veces tiene conflictos a la hora de decidir qué hacer.",0.6 m,8.0 kg,Mitosis,Psíquico,
579,Reuniclus,"Hacen gala de su poder psíquico y mueven sus brazos compuestos de líquido para controlar rocas y hacerlas añicos.",1.0 m,20.1 kg,Ampliación,Psíquico,
580,Ducklett,"Cuando se ve atacado, las plumas que lo recubren despiden ráfagas de agua que lo ayudan a escapar.",0.5 m,5.5 kg,Ave Agua,Agua,Volador
581,Swanna,"Aunque no lo parezca por su grácil elegancia, puede batir con fuerza las alas y volar durante miles de kilómetros.",1.3 m,24.2 kg,Cisne,Agua,Volador
582,Vanillite,"Lanza un aliento de -50 °C. Crea bloques de nieve y es capaz de lograr que nieve a su alrededor.",0.4 m,5.7 kg,Nieve Fresca,Hielo,
583,Vanillish,"Enfrían el aire a su alrededor y crean partículas de hielo mediante las cuales congelan a sus oponentes.",1.1 m,41.0 kg,Nieve Helada,Hielo,
584,Vanilluxe,"Si sus dos cabezas se irritan al mismo tiempo, genera una ventisca desde su cuerno cubriendo su entorno con nieve.",1.3 m,57.5 kg,Nieve Gélida,Hielo,
585,Deerling,"El color de su cuerpo cambia no solo con las estaciones, sino también con los cambios de humedad y temperatura.",0.6 m,19.5 kg,Estacional,Normal,Planta
586,Sawsbuck,"Cambia de morada dependiendo de las estaciones. Observando sus cuernos, la gente sabe cuándo estas van a cambiar.",1.9 m,92.5 kg,Estacional,Normal,Planta
587,Emolga,"Vive en la copa de los árboles. Produce descargas mientras vuela con el interior de la membrana que hace de capa.",0.4 m,5.0 kg,Vuelardilla,Eléctrico,Volador
588,Karrablast,"Si recibe un estímulo eléctrico al estar en contacto con un Shelmet, evoluciona.",0.5 m,5.9 kg,Bocado,Bicho,
589,Escavalier,"Se defienden de los ataques con el caparazón que roban a los Shelmet. Atacan con sus dos mortíferas lanzas.",1.0 m,33.0 kg,Soldado,Bicho,Acero
590,Foongus,"Gracias a su misterioso parecido a una Poké Ball, atrae a sus presas y lanza rápidamente esporas de veneno.",0.2 m,1.0 kg,Hongo,Planta,Veneno
591,Amoonguss,"Aunque intenta pasar por parte superior de una Poké Ball para atraer a sus presas, consigue engañar a pocos.",0.6 m,10.5 kg,Hongo,Planta,Veneno
592,Frillish,"Paraliza a sus presas con veneno y las lleva a su morada, que se encuentra a 8000 m en el fondo del mar.",1.2 m,33.0 kg,Ingrávido,Agua,Fantasma
593,Jellicent,"Su cuerpo se compone de agua salada. Dicen que ha construido un palacio en el fondo del mar con restos de barcos.",2.2 m,135.0 kg,Ingrávido,Agua,Fantasma
594,Alomomola,"Vive flotando a la deriva en mar abierto. Siempre que encuentra un Pokémon herido, lo abraza y lo lleva a la costa.",1.2 m,31.6 kg,Socorrista,Agua,
595,Joltik,"No puede generar electricidad por sí mismo, así que se encarama a Pokémon grandes y absorbe su energía estática.",0.1 m,0.6 kg,Lapa,Bicho,Eléctrico
596,Galvantula,"Pone trampas con hilos electrificados. De este modo, electrocuta a sus enemigos y los inmoviliza por completo.",0.8 m,14.3 kg,Electroaraña,Bicho,Eléctrico
597,Ferroseed,"Lanza numerosas púas al detectar peligro. En cuanto tiene ocasión, echa a rodar y se escapa.",0.6 m,18.8 kg,Fruto Espina,Planta,Acero
598,Ferrothorn,"Azota al enemigo con sus tres tentáculos y después dispara púas hasta que no deja ni rastro del rival.",1.0 m,110.0 kg,Bola Espina,Planta,Acero
599,Klink,"Genera la energía vital que necesita haciendo girar sus dos cuerpos.",0.3 m,21.0 kg,Engranaje,Acero,
600,Klang,"Muestra sus sentimientos cambiando la dirección de su giro. Cuanto más se enfade, más rápido girará.",0.6 m,51.0 kg,Engranaje,Acero,
601,Klinklang,"Recarga su energía rápidamente haciendo girar con gran celeridad el engranaje equipado con un núcleo rojo.",0.6 m,81.0 kg,Engranaje,Acero,
602,Tynamo,"La electricidad de uno solo es diminuta, pero, si multitud de Tynamo se conectan, consiguen la potencia de un rayo.",0.2 m,0.3 kg,Electropez,Eléctrico,
603,Eelektrik,"Se enrolla alrededor de su presa, la paraliza con la electricidad de sus marcas circulares y le asesta mordiscos.",1.2 m,22.0 kg,Electropez,Eléctrico,
604,Eelektross,"Pega la ventosa de su boca en su presa y la electrocuta con sus colmillos.",2.1 m,80.5 kg,Electropez,Eléctrico,
605,Elgyem,"Posee un gran poder psíquico. Lo usa para comprimir el cerebro del enemigo y ocasionarle dolores de cabeza.",0.5 m,9.0 kg,Cerebro,Psíquico,
606,Beheeyem,"Parece que se comunica haciendo brillar sus dedos tricolores, pero nadie ha conseguido descifrar aún su patrón.",1.0 m,34.5 kg,Cerebro,Psíquico,
607,Litwick,"Finge ser una luz guía en el camino, pero en realidad solo quiere absorber la energía vital de quien lo sigue.",0.3 m,3.1 kg,Vela,Fantasma,Fuego
608,Lampent,"Al absorber almas, su llama se enciende. Espera a que la gente fallezca, así que suele deambular por los hospitales.",0.6 m,13.0 kg,Farolillo,Fantasma,Fuego
609,Chandelure,"Sus llamas absorben el alma del enemigo y la abrasan, dejando solo su cuerpo inerte.",1.0 m,34.3 kg,Señuelo,Fantasma,Fuego
610,Axew,"Usa sus colmillos para romper las bayas que come. Estos se regeneran una y otra vez, por eso son tan fuertes y afilados.",0.6 m,18.0 kg,Colmillo,Dragón,
611,Fraxure,"Sus colmillos pueden hacer añicos rocas inmensas. Las luchas territoriales de los Fraxure son encarnizadas.",1.0 m,36.0 kg,Boca Hacha,Dragón,
612,Haxorus,"Es gentil, pero no perdona a todo el que ose invadir su territorio. Su mayor baza son sus colmillos, que cortan el acero.",1.8 m,105.5 kg,Boca Hacha,Dragón,
613,Cubchoo,"Siempre está con mucosidades colgando. Las aspira para hacer un movimiento, ya que son su materia prima para esto.",0.5 m,8.5 kg,Congelación,Hielo,
614,Beartic,"Adoran los mares gélidos del norte. Congelan su aliento para crear sendas por las que caminar sobre las aguas.",2.6 m,260.0 kg,Glaciación,Hielo,
615,Cryogonal,"Nació entre nubes de nieve. Atrapa a sus presas con una cadena hecha de hielo cristalizado.",1.1 m,148.0 kg,Cristal,Hielo,
616,Shelmet,"Si está junto a Karrablast, y ambos reciben una descarga eléctrica, evolucionan los dos a la vez.",0.4 m,7.7 kg,Caracol,Bicho,
617,Accelgor,"Se siente ligero una vez liberado de su caparazón. Lucha y se mueve como un ninja.",0.8 m,25.3 kg,Sincaparazón,Bicho,
618,Stunfisk,"Ni un pisotón de un luchador de sumo lo aplastaría gracias a su piel sólida. Sonríe al soltar descargas eléctricas.",0.7 m,11.0 kg,Trampa,Tierra,Eléctrico
619,Mienfoo,"La velocidad de sus ataques es su gran orgullo. Lo que le falta de fuerza bruta lo compensa en cantidad de golpes.",0.9 m,20.0 kg,Arte Marcial,Lucha,
620,Mienshao,"Usa el pelaje de sus brazos a manera de látigos. Sus ataques alcanzan velocidades de vértigo.",1.4 m,35.5 kg,Arte Marcial,Lucha,
621,Druddigon,"Corre por estrechas cavernas y atrapa a sus presas con sus afiladas garras. La piel de la cara es más dura que una roca.",1.6 m,139.0 kg,Cueva,Dragón,
622,Golett,"Se mueve gracias a la energía que quema dentro de su cuerpo, pero el origen de esta energía es incierto.",1.0 m,92.0 kg,Autómata,Tierra,Fantasma
623,Golurk,"Al parecer, aquel que antaño lo creó le ordenó proteger a los Pokémon y a los humanos.",2.8 m,330.0 kg,Autómata,Tierra,Fantasma
624,Pawniard,"Su cuerpo está provisto de hojas afiladas. Cuando se desgastan, las afila con cantos rodados a la orilla del río.",0.5 m,10.2 kg,Tajo,Siniestro,Acero
625,Bisharp,"Un Pokémon temible que remata a su presa una vez que su séquito de Pawniard la ha debilitado e inmovilizado.",1.6 m,70.0 kg,Filo,Siniestro,Acero
626,Bouffalant,"Embiste con la cabeza sin distinción. Su potencia es capaz de hacer descarrilar un tren en marcha.",1.6 m,94.6 kg,Torocabezazo,Normal,
627,Rufflet,"Quiebra bayas con sus extremidades. Se enfrenta con valentía a todo enemigo por fuerte que este sea.",0.5 m,10.5 kg,Aguilucho,Normal,Volador
628,Braviary,"Un valiente guerrero del cielo que no duda en luchar por sus compañeros por graves que sean sus heridas.",1.5 m,41.0 kg,Aguerrido,Normal,Volador
629,Vullaby,"No puede volar porque sus alas son muy pequeñas. Cuando va a evolucionar, se deshace de su calavera.",0.5 m,9.0 kg,Pañal,Siniestro,Volador
630,Mandibuzz,"Vuela en círculos. Cuando avista una presa, la ataca y la transporta a su nido con suma facilidad.",1.2 m,39.5 kg,Aguilahueso,Siniestro,Volador
631,Heatmor,"Usa su lengua de fuego para derretir la armadura de acero de los Durant y llegar así hasta su interior.",1.4 m,58.0 kg,Hormiguero,Fuego,
632,Durant,"Actúan en grupo para expulsar de sus colonias a los Heatmor, sus depredadores naturales.",0.3 m,33.0 kg,Hormigacero,Bicho,Acero
633,Deino,"No ve, por eso va haciendo placajes y dando mordiscos a diestro y siniestro. Su cuerpo está plagado de heridas.",0.8 m,17.3 kg,Tosco,Siniestro,Dragón
634,Zweilous,"Sus dos cabezas se llevan fatal, y la que consigue comer más que la otra es la que lleva la voz cantante.",1.4 m,50.0 kg,Violento,Siniestro,Dragón
635,Hydreigon,"Las cabezas de sus dos brazos no tienen cerebro. Con sus tres cabezas destruye y devora todo a su paso.",1.8 m,160.0 kg,Voraz,Siniestro,Dragón
636,Larvesta,"Se dice que nació del sol. Al evolucionar, cubre su cuerpo con llamas que brotan de sus cuernos.",1.1 m,28.8 kg,Antorcha,Bicho,Fuego
637,Volcarona,"Cuando combate, despide escamas ardientes de sus seis alas y genera un mar ígneo a su alrededor.",1.6 m,46.0 kg,Sol,Bicho,Fuego
638,Cobalion,"Posee un cuerpo y un corazón de acero. Basta una mirada suya para que Pokémon violentos le obedezcan.",2.1 m,250.0 kg,Tesón Acero,Acero,Lucha
639,Terrakion,"Su potencia al embestir es capaz de derribar las murallas de un castillo. Las leyendas hablan de sus proezas.",1.9 m,260.0 kg,Gruta,Roca,Lucha
640,Virizion,"Sus cuernos son hojas afiladas. Sacude a sus enemigos con sus relampagueantes movimientos y los reduce.",2.0 m,200.0 kg,Prado,Planta,Lucha
641,Tornadus,"La parte inferior de su cuerpo, similar a una nube, está recubierta de un campo de energía. Vuela a 300 km/h.",1.4 m,63.0 kg,Torbellino,Volador,Volador
642,Thundurus,"Lanza descargas eléctricas por las púas de su cola. Sobrevuela Teselia dejando caer rayos.",3.0 m,61.0 kg,Centella,Eléctrico,Volador
643,Reshiram,"Pokémon legendario capaz de abrasar el mundo con sus llamas. Ayuda a quienes persiguen un mundo veraz.",3.2 m,330.0 kg,Blanco Veraz,Dragón,Fuego
644,Zekrom,"Pokémon legendario capaz de chamuscar el mundo con sus rayos. Ayuda a quienes persiguen un mundo de ideales.",2.9 m,345.0 kg,Negro Puro,Dragón,Eléctrico
645,Landorus,"Lo consideran una deidad de las cosechas porque los cultivos crecen en abundancia en las tierras por las que pasa.",1.3 m,68.0 kg,Fertilidad,Tierra,Volador
646,Kyurem,"Pokémon legendario que aguarda al héroe que compense el vacío de su cuerpo de hielo con verdad e ideales.",3.3 m,325.0 kg,Frontera,Dragón,Hielo
647,Keldeo,"Corre por mares, ríos o cualquier superficie acuática de todo el mundo. Aparece en aguas límpidas.",1.4 m,48.5 kg,Potro,Agua,Lucha
648,Meloetta,"Las melodías que canta Meloetta tienen el poder de hacer sentir felicidad a los Pokémon que hay a su alrededor.",0.6 m,6.5 kg,Melodía,Normal,Lucha
649,Genesect,"Pokémon de tipo Bicho de la antigüedad, modificado por el Equipo Plasma. El cañón de su lomo ha sido mejorado.",1.5 m,82.5 kg,Paleozoico,Bicho,Acero
650,Chespin,"Cuando acumula energía, las suaves púas de su cabeza se vuelven tan duras y afiladas que hasta pueden atravesar rocas.",0.4 m,9.0 kg,Erizo,Planta,
651,Quilladin,"Desvía los ataques de los enemigos con la robusta coraza que cubre su cuerpo y contraataca con sus dos afilados cuernos.",0.7 m,29.0 kg,Corazaespín,Planta,
652,Chesnaught,"Su fuerza es tal que, de un empellón, puede hacer volcar un tanque de 50 toneladas. Protege a sus aliados cuando hace de escudo.",1.6 m,90.0 kg,Corazaespín,Planta,Lucha
653,Fennekin,"Tras masticar e ingerir pequeñas ramas se siente pletórico y expulsa aire caliente por sus grandes orejas a temperaturas superiores a los 200 °C.",0.4 m,9.4 kg,Zorro,Fuego,
654,Braixen,"Tiene una rama enredada en la cola. Cuando la saca, la rama prende fuego al hacer fricción con su pelaje y se lanza al ataque con ella.",1.0 m,14.5 kg,Zorro,Fuego,
655,Delphox,"Fija la mirada en la llama que arde en la punta de su bastón para concentrarse y prever sucesos que tienen lugar en el futuro.",1.5 m,39.0 kg,Zorro,Fuego,Psíquico
656,Froakie,"Secreta burbujas tanto por la espalda como por el pecho. Gracias a la elasticidad de estas, puede parar ataques y reducir el daño recibido.",0.3 m,7.0 kg,Burburrana,Agua,
657,Frogadier,"Puede lanzar piedras envueltas en burbujas con tal puntería que acierta latas vacías a 30 metros de distancia.",0.6 m,10.9 kg,Burburrana,Agua,
658,Greninja,"Comprime el agua y crea estrellas ninja con las que ataca al enemigo. Cuando las hace girar a gran velocidad cortan en dos hasta el metal.",1.5 m,40.0 kg,Ninja,Agua,Siniestro
659,Bunnelby,"Usa sus grandes orejas para excavar en la tierra y así crear madrigueras. Puede pasarse una noche entera cavando sin parar.",0.4 m,5.0 kg,Excavador,Normal,
660,Diggersby,"Sus grandes orejas tienen tal fuerza que con ellas puede levantar con facilidad rocas de más de una tonelada. Es de una ayuda inestimable en las obras.",1.0 m,42.4 kg,Excavador,Normal,Tierra
661,Fletchling,"Es muy amigable y se comunica con sus aliados mediante melodiosos gorjeos y el movimiento de su cola y sus gráciles alas.",0.3 m,1.7 kg,Petirrojo,Normal,Volador
662,Fletchinder,"Lanza chispas por su pico y prende fuego a la hierba alta para así sorprender a sus presas y atraparlas cuando intentan escapar.",0.7 m,16.0 kg,Lumbre,Fuego,Volador
663,Talonflame,"Si se exalta durante un combate reñido, arroja chispas y ascuas de los intersticios entre su plumaje mientras vuela.",1.2 m,24.5 kg,Flamígero,Fuego,Volador
664,Scatterbug,"Cuando recibe el ataque de un Pokémon pájaro, expulsa unas escamas negras que provocan parálisis si se entra en contacto con ellas.",0.3 m,2.5 kg,Tiraescamas,Bicho,
665,Spewpa,"Habita en la sombra de la espesura. Si percibe alguna amenaza, su pelaje se eriza y se vuelve muy afilado para así intimidar al enemigo.",0.3 m,8.4 kg,Tiraescamas,Bicho,
666,Vivillon,"En el mundo existen Vivillon con diferentes motivos en sus alas. El clima de cada región influye en sus rasgos.",1.2 m,17.0 kg,Escamaposa,Bicho,Volador
667,Litleo,"Cuanto más poderoso es el enemigo al que se enfrenta, más calor desprende su mechón y más energía recorre todo su cuerpo.",0.6 m,13.5 kg,Leoncito,Fuego,Normal
668,Pyroar,"El macho con la melena de fuego más grande de toda la manada es el líder de sus compañeros.",1.5 m,81.5 kg,Regio,Fuego,Normal
669,Flabébé,"Puede controlar el poder oculto de las flores. La flor que lleva consigo es como si formara parte de su cuerpo.",0.1 m,0.1 kg,Monoflor,Hada,
670,Floette,"Revolotea alrededor de campos de flores y cuida de aquellas que empiezan a marchitarse. Usa en combate el poder oculto de las flores.",0.2 m,0.9 kg,Monoflor,Hada,
671,Florges,"Habita en preciosos jardines floridos. Absorbe la energía que emiten las plantas y la convierte en su fuente de poder.",1.1 m,10.0 kg,Jardín,Hada,
672,Skiddo,"Se dice que fue la primera especie de Pokémon que se acostumbró a vivir con los seres humanos. Tiene una naturaleza muy afable.",0.9 m,31.0 kg,Montura,Planta,
673,Gogoat,"Percibe los sentimientos del Entrenador por la forma en la que agarra sus cuernos, aunque sean variaciones sutiles, y así avanzan como si fueran un solo ente.",1.7 m,91.0 kg,Montura,Planta,
674,Pancham,"Se esfuerza mucho para que el enemigo no lo menosprecie, pero su mirada no intimida demasiado. Se caracteriza por mascar siempre una hoja.",0.6 m,8.0 kg,Juguetón,Lucha,
675,Pangoro,"Es muy temperamental, pero no permite que nadie se meta con los débiles. Mediante su hoja, predice los movimientos del enemigo.",2.1 m,136.0 kg,Rostro Fiero,Lucha,Siniestro
676,Furfrou,"Cuando le esquilan su mullido pelaje, no solo mejora su apariencia, sino que aumenta su agilidad.",1.2 m,28.0 kg,Caniche,Normal,Normal
677,Espurr,"Protege con las orejas el órgano con el que irradia su intenso poder psíquico para evitar que este se escape al exterior.",0.3 m,3.5 kg,Moderación,Psíquico,
678,Meowstic,"Cuando percibe peligro, yergue sus orejas y desata un poder psíquico capaz de levantar un camión de unas 10 toneladas.",0.6 m,8.5 kg,Autocontrol,Psíquico,Psíquico
679,Honedge,"Cuentan que este Pokémon nace cuando el espíritu de un difunto toma posesión de una espada antigua. Se aferra a las personas y absorbe su energía.",0.8 m,2.0 kg,Tizona,Acero,Fantasma
680,Doublade,"Al evolucionar se divide en dos espadas. Se comunican entre sí mediante telepatía y coordinan los ataques para rebanar al enemigo.",0.8 m,4.5 kg,Tizona,Acero,Fantasma
681,Aegislash,"Han permanecido junto a estirpes de reyes durante generaciones. Mediante su poder espectral pueden controlar a humanos y a Pokémon.",1.7 m,53.0 kg,Espada Real,Acero,Fantasma
682,Spritzee,"Su cuerpo emana una fragancia que embelesa a quien la huele. La fragancia es diferente según los alimentos que ingiere.",0.2 m,0.5 kg,Aroma,Hada,
683,Aromatisse,"Puede producir multitud de olores diferentes y, en combate, secreta los que le resultan molestos al enemigo para así contar con cierta ventaja.",0.8 m,15.5 kg,Fragancia,Hada,
684,Swirlix,"Escupe hebras pegajosas de color blanco y textura parecida a la del algodón de azúcar, con las que envuelve al enemigo y le impide que se mueva.",0.4 m,3.5 kg,Chuchería,Hada,
685,Slurpuff,"Puede rastrear hasta el más débil de los olores. Hace uso de su fino olfato para ayudar a los pasteleros más exquisitos.",0.8 m,5.0 kg,Nata,Hada,
686,Inkay,"Los enemigos que contemplan el titilante fulgor de su brillante cuerpo terminan mareándose y pierden las ganas de continuar combatiendo.",0.4 m,3.5 kg,Rotación,Siniestro,Psíquico
687,Malamar,"Tiene a su disposición los poderes hipnóticos más poderosos de entre todos los Pokémon. Controla al enemigo a su voluntad.",1.5 m,47.0 kg,Revolución,Siniestro,Psíquico
688,Binacle,"Dos Binacle conviven en la misma roca, pero cuando se produce un altercado entre ambos, uno de ellos se muda a otra.",0.5 m,31.0 kg,Dos Manos,Roca,Agua
689,Barbaracle,"Al evolucionar, los dos Binacle se dividen y dan lugar a siete criaturas que se aglomeran formando un Barbaracle y suman su poder al combatir.",1.3 m,96.0 kg,Combinación,Roca,Agua
690,Skrelp,"Adopta la apariencia de algas podridas y lanza un líquido venenoso a las presas desprevenidas que pasan cerca.",0.5 m,7.3 kg,Pseudoalga,Veneno,Agua
691,Dragalge,"Ataca de manera indiscriminada a quien ose adentrarse en su territorio, escupiéndole un virulento veneno que puede corroer hasta el casco de un petrolero.",1.8 m,81.5 kg,Pseudoalga,Veneno,Dragón
692,Clauncher,"Abate a enemigos voladores disparando agua a presión con su enorme pinza como si de una pistola se tratara.",0.5 m,8.3 kg,Proyectagua,Agua,
693,Clawitzer,"Posee una enorme pinza que dispara bolas de agua que podrían atravesar incluso el casco de un petrolero.",1.3 m,35.3 kg,Lanzachorro,Agua,
694,Helioptile,"Habita en los desiertos y, cuando toma el sol, acumula energía, lo que le permite vivir sin la necesidad de ingerir alimentos.",0.5 m,6.0 kg,Generador,Eléctrico,Normal
695,Heliolisk,"Extiende su gorguera y genera energía eléctrica suficiente para cubrir el consumo de electricidad de un rascacielos entero.",1.0 m,21.0 kg,Generador,Eléctrico,Normal
696,Tyrunt,"Pokémon recreado a partir de fósiles. Cuando sucede algo que no es de su agrado, se enfurece y se vuelve violento.",0.8 m,26.0 kg,Heredero,Roca,Dragón
697,Tyrantrum,"En el mundo antiguo en el que habitaba no tenía rivales gracias a sus mandíbulas, con las que podría despedazar con facilidad gruesas placas de acero.",2.5 m,270.0 kg,Tirano,Roca,Dragón
698,Amaura,"Pokémon que ha sido regenerado a partir de un trozo de su antiguo cuerpo, que quedó congelado hace unos 100 millones de años.",1.3 m,25.2 kg,Tundra,Roca,Hielo
699,Aurorus,"Expulsa un gas gélido a temperaturas inferiores a los -150 °C a través de sus cristales romboides y congela así a su enemigo.",2.7 m,225.0 kg,Tundra,Roca,Hielo
700,Sylveon,"A través de sus apéndices sensitivos con forma de cinta, emite unas ondas tranquilizadoras mediante las cuales detiene los combates.",1.0 m,23.5 kg,Vínculo,Hada,
701,Hawlucha,"A pesar de ser un Pokémon de pequeña estatura, su pericia en el combate le permite plantar cara a Pokémon como Machamp o Hariyama.",0.8 m,21.5 kg,Lucha Libre,Lucha,Volador
702,Dedenne,"Sus bigotes hacen la función de antenas, por lo que puede enviar y recibir ondas eléctricas para comunicarse a grandes distancias.",0.2 m,2.2 kg,Antenas,Eléctrico,Hada
703,Carbink,"Nace en las profundidades subterráneas, a altas temperaturas y a gran presión. Irradia energía por la roca que tiene en la cabeza.",0.3 m,5.7 kg,Joya,Roca,Hada
704,Goomy,"Es el Pokémon de tipo Dragón más débil. Habita en zonas oscuras y húmedas para evitar que su viscoso cuerpo se seque.",0.3 m,2.8 kg,Molusco,Dragón,
705,Sliggoo,"Segrega una mucosidad que corroe todo lo que toca y consigue así ahuyentar al enemigo. Sus ojos han involucionado, por lo que no puede ver.",0.8 m,17.5 kg,Molusco,Dragón,
706,Goodra,"Pokémon de tipo Dragón muy afable al que le gusta abrazar con efusión a su Entrenador, aunque después lo deja totalmente pringado.",2.0 m,150.5 kg,Dragón,Dragón,
707,Klefki,"Tiene el hábito de coleccionar llaves. Cuando un enemigo lo ataca, las hace tintinear como método de intimidación.",0.2 m,3.0 kg,Llavero,Acero,Hada
708,Phantump,"Pokémon que nace cuando un espíritu se adentra en un tocón podrido. Habita en bosques que son poco frecuentados por humanos.",0.4 m,7.0 kg,Tocón,Fantasma,Planta
